journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Dobslaw,Gudrun,Prof. Dr.,"Professorin für Psychosoziale Beratung und Intervention, Fachhochschule Bielefeld, Fachbereich Sozialwesen","Fachhochschule Bielefeld, Fachbereich Sozialwesen",Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Falkenstörfer,Sophia,Prof.in Dr.in,"Professorin für Körperbehindertenpädagogik, Julius-Maximilians-Universität Würzburg",Julius-Maximilians-Universität Würzburg,Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Huppert,Christian,Prof. Dr. phil.,FH Bielefeld University of Applied Sciences Fachbereich Sozialwesen Lehrgebiet Sozialarbeitswissenschaft mit dem Schwerpunkt Behinderung und Inklusion,FH Bielefeld University of Applied Sciences,Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Klauß,Theo,Prof. Dr.,"Professor für Geistigbehindertenpädagogik an der Pädagogischen Hochschule Heidelberg, Vorsitzender der Lebenshilfe Heidelberg, Mitglied im Bundesvorstand der Lebenshilfe und stellv. Vorsitzender der Deutschen Gesellschaft für seelische Gesundheit von Menschen mit geistiger Behinderung",Pädagogische Hochschule Heidelberg,Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Lindmeier,Bettina,Prof. Dr.,"Professur für Allgemeine und Integrative Behindertenpädagogik am Institut für Sonderpädagogik, Universität Hannover",Universität Hannover,Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Poppe,Frederik,Prof. Dr.,"Hochschule Merseburg, Professur für Rehabilitation und Teilhabe, Bereich: Fachbereich Soziale Arbeit.Medien.Kultur",Hochschule Merseburg,Beirat,,,,,,,,
Br,,,,,,,https://www.lebenshilfe.de/informieren/publikationen/fachzeitschrift-teilhabe/die-menschen-hinter-der-fachzeitschrift-teilhabe,2024-01-05,Schuppener,Saskia,Prof.in Dr.in,Universität Leipzig Erziehungswissenschaftliche Fakultät Professur für Pädagogik im Förderschwerpunkt geistige Entwicklung,Universität Leipzig,Beirat,,,,,,,,
BtPrax,Schwedler,Anna,Prof. Dr.,Verantwortliche Redakteurin,Katholische Hochschule für Soziale Arbeit,Redaktion,https://shop.reguvis.de/printausgabe-archiv/betreuungsrechtliche-praxis/,2024-01-05,,,,,,,,,,,,,,
BtPrax,Mazur,Szymon,Dr.,Redakteur des Rechtsprechungsteils,Amtsgericht Fulda,Redaktion,https://shop.reguvis.de/printausgabe-archiv/betreuungsrechtliche-praxis/,2024-01-05,,,,,,,,,,,,,,
BB,Köhler,Helmut,Prof. Dr.,,Betriebs-Berater,Herausgeber,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Alexander,Christian,Prof. Dr.,,Betriebs-Berater,Herausgeber,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Wichering,Uta,RAin,,Betriebs-Berater,Redaktion,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Stahlschmidt,Michael,Prof. Dr. iur.,"RA StB M.R.F., LL.M., MBA",Betriebs-Berater,Redaktion,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Bourgon,Gabriele,Diplom-Ökonomin,,Betriebs-Berater,Redaktion,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Pelke,Christian,Prof. Dr.,RA LL.M.,Betriebs-Berater,Redaktion,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Baur,Sonja,,,Betriebs-Berater,Redaktion,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Borowski,Sascha,,,Der Sanierungsberater,Schriftleitung,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BB,Petersen,Thorsten,,,Der Sanierungsberater,Schriftleitung,https://betriebs-berater.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
BRuR,Wolmerath,Martin,Dr.,Rechtsanwalt,BRuR - Betriebsrat und Recht,Schriftleitung,https://rsw.beck.de/zeitschriften/brur,2024-01-05,,,,,,,,,,,,,,
BRuR,Wolmerath,Martin,Dr.,Rechtsanwalt,BRuR - Betriebsrat und Recht,Redaktion,https://rsw.beck.de/zeitschriften/brur,2024-01-05,,,,,,,,,,,,,,
Betrifft Justiz,Kirchhoff,Guido,,Chefredakteur,Betrifft Justiz,Redaktion,https://www.betrifftjustiz.de/,2024-01-05,,,,,,,,,,,,,,
Betrifft Justiz,Betrifft Justiz e. V.,,,,Betrifft Justiz,Herausgeber,https://www.betrifftjustiz.de/,2024-01-05,,,,,,,,,,,,,,
BewertungsPraktiker,EACVA,,,Europäische Vereinigung der Unternehmensbewerter,,Herausgeber,https://www.fachmedien.de/bewertungspraktiker,2024-01-05,,,,,,,,,,,,,,
BewertungsPraktiker,Broekema,Marc,,,,Redaktion,https://www.fachmedien.de/bewertungspraktiker,2024-01-05,,,,,,,,,,,,,,
BewertungsPraktiker,Perepechko,Olesya,,,,Redaktion,https://www.fachmedien.de/bewertungspraktiker,2024-01-05,,,,,,,,,,,,,,
BewertungsPraktiker,Rabel,Klaus,,,,Redaktion,https://www.fachmedien.de/bewertungspraktiker,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Nitschke,Tanja,Dr. RAin,Schriftleitung,Bundesrechtsanwaltskammer,Schriftleitung,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Dahns,Christian,RA,Rechtsprechung,Bundesrechtsanwaltskammer,Redaktion,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Karlstedt,Frauke,,sachbearbeitend,Bundesrechtsanwaltskammer,Redaktion,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Kirchberg,Christian,Prof. Dr. RA,Vorsitzender,Karlsruhe,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Theus,Melanie,RAin,,Koblenz,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Kilian,Matthias,Prof. Dr.,,Köln,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Knauer,Christoph,Prof. Dr. RA,,München,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Wienhues,Sigrid,Dr. RAin,,Hamburg,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BRAK-Mitt,Wolf,Christian,Prof. Dr.,,Hannover,Beirat,https://www.brak-mitteilungen.de/redaktion.htm,2024-01-05,,,,,,,,,,,,,,
BLJ,Fehling,Michael,Professor Dr. LL.M.,Lehrstuhl für Öffentliches Recht mit Rechtsvergleichung,Bucerius Law School,Beirat,https://law-journal.de/uber-uns/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
BLJ,Röthel,Anne,Professorin Dr.,"Lehrstuhl für Bürgerliches Recht, Europäisches und Internationales Privatrecht",Bucerius Law School,Beirat,https://law-journal.de/uber-uns/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
BLJ,Saliger,Frank,Professor Dr.,"Lehrstuhl für Strafrecht, Strafprozessrecht, Wirtschaftsstrafrecht und Rechtsphilosophie",Ludwigs-Maximilians-Universität München,Beirat,https://law-journal.de/uber-uns/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
BBB,,,,,,,https://www.bundesbaublatt.de/kontakt.html,2024-01-05,,,,,,,affiliation,role,,,,,,
CCLR,McKenzie,Kate,,Managing Editor,"University of Strathclyde, Glasgow, Scotland",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Mehling,Michael,,Editor-in-Chief,"Massachusetts Institute of Technology Cambridge, USA",Herausgeber,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Bausch,Camilla,,Associate Editor,"Ecologic-Institute, Berlin, Germany",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Burnette,Amelia,,Associate Editor,"University of Strathclyde, Glasgow, UK",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Gilder,Andrew,,Associate Editor,"Climate Legal, Johannesburg, South Africa",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Lemoine-Schonne,Marion,,Associate Editor,"CNRS IODE University of Rennes, France",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Massai,Leonardo,,Associate Editor,"Lille Catholic University, Lille, France",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Mayer,Benoit,,Associate Editor,"Chinese University of Hong Kong, China",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Olawuyi,Damilola,,Associate Editor,"Hamad bin Khalifa University, Doha, Qatar",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Recio,Maria Eugenia,,Associate Editor,"University of Eastern Finland, Finland",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Trennepohl,Natascha,,Associate Editor,"Humboldt University, Berlin, Germany",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Tung,Christopher,,Associate Editor,"K&L Gates, Hong Kong, China",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Upston-Hooper,Karl,,Associate Editor,"GreenStream Network, Helsinki, Finland",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Wegener,Lennart,,Associate Editor,"Georg August University Göttingen, Germany",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Zevin,Avi,,Associate Editor,"New York University School of Law, USA",Redaktion,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,van Asselt,Harro,,,"University of Eastern Finland, Joensuu, Finland",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Brewer,Thomas L.,,"Georgetown University, Washington DC, USA",Beirat,,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Burns,William,,,"American University, Washington DC, USA",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,van Calster,Geert,,,"KU Leuven, Belgium",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,de Cendra,Javier,,,"IE Law School, Madrid, Spain",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Danish,Kyle W.,,,"Van Ness Feldman, Washington DC, USA",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,DeMarco,Elisabeth,,,"Resilient LLP, Toronto, Canada",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Driesen,David M.,,"Syracuse University College of Law, New York, USA",Beirat,,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Epiney,Astrid,,,"University of Fribourg, Switzerland",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Freestone,David,,,"Sargasso Sea Alliance, Washington DC, USA",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Gerrard,Michael B.,,"Columbia University, New York, USA",Beirat,,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Gupta,Joyeeta,,,"Free University of Amsterdam, Netherlands",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Hobley,Anthony,,,"Carbon Tracker Initiative, London, UK",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,McGee,Jeffrey,,,"University of Tasmania, Hobart, Australia",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Reins,Leonie,,,"Tilburg University, Netherlands",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,de Sépibus,Joëlle,,,"University of Bern, Bern, Switzerland",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Sindico,Francesco,,,"University of Strathclyde, Glasgow, UK",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Spieth,Wolf Friedrich,,,"Posser Spieth Wolfers & Partners, Berlin, Germany",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Streck,Charlotte,,,"Climate Focus, Rotterdam, Netherlands",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Toussaint,Patrick,,,"Secretariat of the Convention of Biological Diversity (CBD), Montreal, Canada",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Weishaar,Stefan E.,,,"University of Groningen, Netherlands",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,Wilder,Martijn,,,"Pollination in Sydney, Australia",Beirat,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CCLR,McKernan,Jakob,,Executive Editor,"Lexxion Publisher, Berlin, Germany",Schriftleitung,https://cclr.lexxion.eu/,2024-01-05,,,,,,,,,,,,,,
CSR,Scherrer,Urs,Prof. Dr. iur.,Sport Science Dr. Scherrer,CH-8706 Meilen ZH,Herausgeber,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Scherrer,Urs,Prof. Dr.,-,Meilen ZH,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Baddeley,Margareta,Prof. Dr.,-,Genf,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Brägger,Rafael,Dr.,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Bringhen,Jean-Pierre,Dr.,-,Visp,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Bürkle,Michael,Dr.,-,Freiburg i.Br.,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Del Fabro,Marco,Dr.,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Khakzadeh,Lamiss,Prof. Dr.,-,Innsbruck,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Müller,Heinrich Andreas,Dr.,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Rudolph,Roger,Prof. Dr.,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Stocker,Werner,,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Vogt,Hans-Ueli,Prof. Dr.,-,Zürich,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CSR,Werner,Christian,Prof. Dr. Dr.,-,München,Redaktion,https://causasport.org/impressum/,2024-01-05,,,,,,,,,,,,,,
CB,Köhler,Helmut,Prof. Dr.,,WRP | Wettbewerb in Recht und Praxis,Herausgeber,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Alexander,Christian,Prof. Dr.,,WRP | Wettbewerb in Recht und Praxis,Herausgeber,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Wichering,Uta,RAin,Chefredakteurin,WRP | Wettbewerb in Recht und Praxis,Redaktion,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Borowski,Sascha,,,Der Sanierungsberater,Schriftleitung,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Petersen,Thorsten,,,Der Sanierungsberater,Schriftleitung,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Passarge,Malte,Dr.,Chefredakteur,CB | Compliance Berater,Redaktion,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CB,Kahlen-Pappas,Christina,,,CB | Compliance Berater,Redaktion,https://compliance.ruw.de/service/kontakt,2024-01-05,,,,,,,,,,,,,,
CuA,Thomsen,Carolin,Ass. jur.,Verantwortliche Redaktion,Computer und Arbeit,Redaktion,https://www.bund-verlag.de/zeitschriften/computer-und-arbeit/redaktion,2024-01-05,,,,,,,,,,,,,,
CuA,Wedde,Peter,Dr.,Fachliche Beratung,Computer und Arbeit,Beratung,https://www.bund-verlag.de/zeitschriften/computer-und-arbeit/redaktion,2024-01-05,,,,,,,,,,,,,,
CR,Bartsch,Michael,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Grützmacher,Malte,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Härting,Niko,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Heun,Sven-Erik,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Heymann,Thomas,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Schneider,Jochen,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Schuster,Fabian,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Spiecker genannt Döhmann,Indra,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Spindler,Gerald,,,Computer und Recht,Schriftleitung,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Gasper,Ulrich,,verantwortlicher Redakteur,Computer und Recht,Redaktion,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Schindhelm,Veronika,,Redaktionsassistentin,Computer und Recht,Redaktion,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CR,Spindler,Gerald,,,Computer und Recht,Herausgeber,https://de.wikipedia.org/wiki/Computer_und_Recht,2024-01-05,,,,,,,,,,,,,,
CuR,Klemm,Andreas,Dr.,Rechtsanwalt,"Gronvald Rechtsanwälte, Düsseldorf",Herausgeber,https://bodak.de/cur-contracting-und-recht/,2024-01-05,,,,,,,,,,,,,,
CuR,Klemm,Andreas,,Chefredakteur,Contracting und Recht,Redaktion,https://bodak.de/cur-contracting-und-recht/,2024-01-05,,,,,,,,,,,,,,
CuR,Baumgart,Caspar,,,Forum Contracting e. V.,Herausgeber,https://bodak.de/cur-contracting-und-recht/,2024-01-05,,,,,,,,,,,,,,
CuR,Otting,Olaf,,,Forum Contracting e. V.,Herausgeber,https://bodak.de/cur-contracting-und-recht/,2024-01-05,,,,,,,,,,,,,,
CuR,Stein,Roland M.,,,Forum Contracting e. V.,Herausgeber,https://bodak.de/cur-contracting-und-recht/,2024-01-05,,,,,,,,,,,,,,
CCZ,Busekist,Konstantin,Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Fleischer,Holger,Prof. Dr. Dr. h.c. Dr. h.c.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Hauschka,Christoph E.,"Dipl.-Kfm., LL.M., RA Dr.",,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Grützner,Thomas,RA Prof. Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Klindt,Thomas,RA Prof. Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Lösler,Thomas,RA Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Matthey,Philip,RA Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Mössner,Birte,RAin Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Moosmayer,Klaus,RA Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Remberg,Meinhard,Dipl.-Kfm.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Rieble,Volker,Prof. Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Schieffer,Anita,RAin Dr.,Schriftleitung,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Schneider,Uwe H.,Prof. Dr. Dr. h. c.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Spießhofer,Birgit,RAin Prof. Dr.,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Spindler,Gerald,Prof. Dr. †,,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Volz,Michael,"Dipl.-Oec., RA",LL.M.,Corporate Compliance Zeitschrift,Herausgeber,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Schieffer,Anita,RAin Dr.,Group Compliance Officer,Siemens Energy AG,Schriftleitung,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Bergmann,Eva,,Senior Consultant Claims Governance,Munich Re,Schriftleitung,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Parche,Ulrich,RA Dr.,Head of Compliance CIB Advisory,UniCredit Bank AG,Schriftleitung,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CCZ,Fain,Kai,,,Corporate Compliance Zeitschrift,Redaktion,https://rsw.beck.de/zeitschriften/ccz,2024-01-05,,,,,,,,,,,,,,
CFL,Cahn,Andreas,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Kiem,Roger,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Meyer,Andreas,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Seibt,Christoph H.,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Schlitt,Michael,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Simon,Stefan,,,,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
CFL,Theiselmann,Rüdiger,,,Schriftleiter,Herausgeber,https://de.wikipedia.org/wiki/Corporate_Finance_Law,2024-01-05,,,,,,,,,,,,,,
COVuR,Ruttloff,Marc,Dr.,,COVuR,Schriftleitung,https://rsw.beck.de/zeitschriften/covur,2024-01-05,,,,,,,,,,,,,,
COVuR,Wagner,Eric,Prof. Dr.,,COVuR,Schriftleitung,https://rsw.beck.de/zeitschriften/covur,2024-01-05,,,,,,,,,,,,,,
JAmt,,DIJuF,,,DIJuF,Herausgeber,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Ernst,Rüdiger,Prof. Dr.,VorsRiKG,Berlin,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Hoffmann,Birgit,Prof. Dr.,,Hochschule Mannheim,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Jestaedt,Matthias,Prof. Dr.,,Albert-Ludwigs-Universität Freiburg i. Br.,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Kazakob-Marsollek,Cornelia,,,JA Saarpfalz-Kreis,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Kostka,Kerima,Prof. Dr.,,Frankfurt University of Applied Sciences,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JAmt,Lugani,Katharina,Prof. Dr.,,Heinrich-Heine-Universität Düsseldorf,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
